customer_id,Age_Groups,gender,job_industry_category,state,owns_car,wealth_segment,Customer_Class
385,Age : 41 - 60,Male,Health,NSW,No,High Net Worth,Important
386,Age : 21 - 40,Female,Argiculture,NSW,No,Mass Customer,Not Important
387,Age : 41 - 60,Male,Financial Services,NSW,No,Mass Customer,Very Important
388,Age : 41 - 60,Female,Financial Services,VIC,Yes,Mass Customer,Very Important
389,Age : 41 - 60,Female,Entertainment,NSW,Yes,Affluent Customer,Not Important
390,Age : 21 - 40,Male,Health,NSW,No,Affluent Customer,Important
391,Age : 41 - 60,Male,Argiculture,NSW,No,Mass Customer,General
392,Age : 41 - 60,Male,Property,VIC,No,Mass Customer,General
393,Age : 61 - 80,Male,Manufacturing,NSW,Yes,Mass Customer,General
394,Age : 41 - 60,Female,Health,NSW,Yes,High Net Worth,Important
395,Age : 41 - 60,Male,Retail,VIC,Yes,High Net Worth,General
396,Age : 41 - 60,Female,Telecommunications,NSW,Yes,High Net Worth,Not Important
397,Age : 21 - 40,Female,Financial Services,QLD,Yes,Affluent Customer,General
398,Age : 41 - 60,Female,Retail,VIC,No,Affluent Customer,General
399,Age : 41 - 60,Male,Manufacturing,QLD,Yes,Affluent Customer,General
400,Age : 41 - 60,Female,Financial Services,VIC,No,Mass Customer,Very Important
401,Age : 21 - 40,Female,Retail,NSW,No,Mass Customer,Important
402,Age : 41 - 60,Male,Retail,NSW,No,Affluent Customer,General
404,Age : 21 - 40,Male,Financial Services,NSW,Yes,Affluent Customer,Important
405,Age : 41 - 60,Female,Manufacturing,NSW,Yes,High Net Worth,Very Important
406,Age : 21 - 40,Female,Financial Services,NSW,No,High Net Worth,Important
408,Age : 21 - 40,Male,Financial Services,VIC,No,Affluent Customer,General
409,Age : 41 - 60,Female,Health,NSW,Yes,Mass Customer,Very Important
411,Age : 41 - 60,Female,Financial Services,NSW,No,High Net Worth,Very Important
412,Age : 41 - 60,Female,IT,QLD,No,High Net Worth,Not Important
414,Age : 41 - 60,Male,Health,NSW,No,High Net Worth,Important
415,Age : 61 - 80,Female,Financial Services,NSW,Yes,Affluent Customer,Not Important
417,Age : 41 - 60,Female,Argiculture,VIC,No,Mass Customer,Not Important
419,Age : 21 - 40,Female,Manufacturing,QLD,No,Affluent Customer,General
420,Age : 61 - 80,Male,Entertainment,VIC,No,High Net Worth,Not Important
421,Age : 21 - 40,Female,Retail,NSW,Yes,Mass Customer,Important
422,Age : 0 - 20,Male,Manufacturing,NSW,No,Affluent Customer,Not Important
424,Age : 41 - 60,Male,Health,VIC,No,High Net Worth,General
425,Age : 61 - 80,Female,Retail,NSW,Yes,Mass Customer,Not Important
426,Age : 41 - 60,Female,Manufacturing,VIC,No,Affluent Customer,General
427,Age : 21 - 40,Male,Entertainment,NSW,Yes,Mass Customer,General
428,Age : 41 - 60,Female,Health,NSW,Yes,High Net Worth,Important
429,Age : 41 - 60,Female,IT,NSW,Yes,High Net Worth,Not Important
430,Age : 41 - 60,Female,Financial Services,QLD,Yes,High Net Worth,General
431,Age : 61 - 80,Male,Health,QLD,Yes,Affluent Customer,Not Important
432,Age : 21 - 40,Male,Manufacturing,NSW,Yes,Affluent Customer,Important
433,Age : 41 - 60,Male,Property,VIC,No,Affluent Customer,Not Important
434,Age : 21 - 40,Male,Financial Services,NSW,Yes,Mass Customer,Very Important
435,Age : 0 - 20,Male,Telecommunications,NSW,No,Mass Customer,Not Important
436,Age : 61 - 80,Male,IT,NSW,No,Mass Customer,Not Important
